#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 10 16 02 10 160  0.0  2.0   2.3    MM  11.2 290 1014.2  17.3  19.8  15.3   MM   MM    MM
2024 10 16 02 00 250  0.0  1.0    MM    MM    MM  MM 1014.2  17.2  19.7  15.3   MM -0.3    MM
2024 10 16 01 50 230  1.0  2.0   1.8    16  10.4 289 1014.2  17.2  19.7  15.3   MM   MM    MM
2024 10 16 01 40 200  1.0  2.0    MM    MM    MM  MM 1014.1  17.3  19.7  15.5   MM   MM    MM
2024 10 16 01 30 260  0.0  2.0    MM    MM    MM  MM 1014.1  17.2  19.7  15.4   MM   MM    MM
2024 10 16 01 20 220  1.0  2.0   1.9    16  10.6 290 1014.1  17.2  19.8  15.4   MM   MM    MM
2024 10 16 01 10 230  1.0  2.0    MM    MM    MM  MM 1014.2  17.2  19.7  15.4   MM   MM    MM
2024 10 16 01 00 240  1.0  2.0    MM    MM    MM  MM 1014.2  17.2  19.8  15.3   MM -0.3    MM
2024 10 16 00 50 260  2.0  3.0   1.9    16  10.6 296 1014.2  17.3  19.7  15.3   MM   MM    MM
2024 10 16 00 40 260  2.0  3.0    MM    MM    MM  MM 1014.2  17.3  19.8  15.3   MM   MM    MM
2024 10 16 00 30 280  2.0  2.0    MM    MM    MM  MM 1014.1  17.3  19.8  15.2   MM   MM    MM
2024 10 16 00 20 270  2.0  3.0   2.3    16  11.9 294 1014.0  17.4  19.8  15.3   MM   MM    MM
2024 10 16 00 10 270  2.0  4.0   2.3    MM  11.9 294 1014.0  17.6  19.8  15.3   MM   MM    MM
2024 10 16 00 00 240  2.0  3.0    MM    MM    MM  MM 1014.0  17.7  19.8  15.2   MM -0.9    MM
2024 10 15 23 50 230  3.0  4.0   2.0    16  10.9 293 1014.1  17.8  19.8  15.2   MM   MM    MM
2024 10 15 23 40 220  3.0  4.0   2.0    MM  10.9 293 1014.1  17.7  19.8  15.2   MM   MM    MM
2024 10 15 23 30 220  3.0  4.0    MM    MM    MM  MM 1014.2  17.7  19.8  15.3   MM   MM    MM
2024 10 15 23 20 230  2.0  4.0   1.8    15   9.9 247 1014.4  17.6  19.8  15.3   MM   MM    MM
2024 10 15 23 10 240  3.0  5.0    MM    MM    MM  MM 1014.5  17.6  19.8  15.2   MM   MM    MM
2024 10 15 23 00 240  3.0  4.0    MM    MM    MM  MM 1014.5  17.7  19.8  15.2   MM -1.2    MM
2024 10 15 22 50 230  3.0  4.0   2.0    16  10.7 281 1014.5  17.8  19.7  15.2   MM   MM    MM
2024 10 15 22 40 250  3.0  4.0    MM    MM    MM  MM 1014.5  18.0  19.7  15.1   MM   MM    MM
2024 10 15 22 30 270  2.0  3.0    MM    MM    MM  MM 1014.5  18.0  19.8  14.5   MM   MM    MM
2024 10 15 22 20 280  2.0  3.0   2.1    15  10.6 288 1014.5  17.9  19.7  14.2   MM   MM    MM
2024 10 15 22 10 250  2.0  4.0   2.1    MM  10.6 288 1014.5  17.8  19.7  14.2   MM   MM    MM
2024 10 15 22 00 250  3.0  5.0    MM    MM    MM  MM 1014.5  17.9    MM  14.9   MM -1.8    MM
2024 10 15 21 50 260  3.0  4.0   1.9    16  10.4 288 1014.6  17.8  19.7  15.0   MM   MM    MM
2024 10 15 21 40 260  4.0  5.0    MM    MM    MM  MM 1014.5  17.8  19.7  15.1   MM   MM    MM
2024 10 15 21 30 270  4.0  5.0    MM    MM    MM  MM 1014.6  17.8  19.7  15.2   MM   MM    MM
2024 10 15 21 20 270  4.0  5.0   2.0    16  10.5 286 1014.7  17.8  19.7  15.1   MM   MM    MM
2024 10 15 21 10 260  4.0  5.0    MM    MM    MM  MM 1014.7  17.8  19.7  15.1   MM   MM    MM
2024 10 15 21 00 260  4.0  5.0    MM    MM    MM  MM 1014.9  18.0  19.7  15.2   MM -1.7    MM
2024 10 15 20 50 260  4.0  5.0   2.1    16  10.3 277 1015.0  18.0  19.7  14.9   MM   MM    MM
2024 10 15 20 40 250  3.0  5.0   2.1    MM  10.3 277 1015.1  18.1  19.7  14.9   MM   MM    MM
2024 10 15 20 30 260  3.0  4.0    MM    MM    MM  MM 1015.2  18.1  19.7  14.8   MM   MM    MM
2024 10 15 20 20 270  2.0  3.0   1.8    17   9.7 287 1015.4  18.1  19.7  14.7   MM   MM    MM
2024 10 15 20 10 260  2.0  3.0    MM    MM    MM  MM 1015.5  18.1  19.7  14.6   MM   MM    MM
2024 10 15 20 00 260  2.0  3.0    MM    MM    MM  MM 1015.7  18.0  19.7  14.6   MM -1.0    MM
2024 10 15 19 50 260  3.0  4.0   2.0    16   9.9 280 1015.9  18.0  19.7  14.7   MM   MM    MM
2024 10 15 19 40 260  3.0  4.0   2.0    MM   9.9 280 1016.0  18.0  19.7  14.8   MM   MM    MM
2024 10 15 19 30 270  3.0  4.0    MM    MM    MM  MM 1016.1  18.0  19.7  14.8   MM   MM    MM
2024 10 15 19 20 270  3.0  4.0   1.8    17   9.2 286 1016.2  18.0    MM  14.8   MM   MM    MM
2024 10 15 19 10 270  3.0  4.0    MM    MM    MM  MM 1016.2  18.0  19.7  14.8   MM   MM    MM
2024 10 15 19 00 270  3.0  4.0    MM    MM    MM  MM 1016.3  18.1  19.7  15.0   MM +0.0    MM
2024 10 15 18 50 280  3.0  4.0   1.9    15   9.5 243 1016.4  18.2  19.7  14.9   MM   MM    MM
2024 10 15 18 40 250  2.0  4.0    MM    MM    MM  MM 1016.5  18.4  19.7  14.6   MM   MM    MM
2024 10 15 18 30 240  1.0  2.0    MM    MM    MM  MM 1016.5  18.4  19.7  14.2   MM   MM    MM
2024 10 15 18 20 220  0.0  1.0   1.8    16   9.0 248 1016.6  18.4  19.7  14.2   MM   MM    MM
2024 10 15 18 10 210  1.0  2.0    MM    MM    MM  MM 1016.5  18.3  19.7  14.2   MM   MM    MM
2024 10 15 18 00 250  1.0  2.0    MM    MM    MM  MM 1016.6  18.3  19.7  14.1   MM +0.4    MM
2024 10 15 17 50 320  1.0  2.0   1.7    15   8.9 262 1016.6  18.2  19.7  14.0   MM   MM    MM
2024 10 15 17 40 300  2.0  3.0   1.7    MM   8.9 262 1016.5  18.1  19.7  14.0   MM   MM    MM
2024 10 15 17 30 280  2.0  3.0    MM    MM    MM  MM 1016.5  18.2  19.7  14.1   MM   MM    MM
2024 10 15 17 20 260  2.0  3.0   1.6    15   8.4 226 1016.6  18.2  19.7  14.1   MM   MM    MM
2024 10 15 17 10 280  2.0  3.0   1.6    MM   8.4 226 1016.7  18.2  19.7  14.2   MM   MM    MM
2024 10 15 17 00 290  2.0  3.0    MM    MM    MM  MM 1016.7  18.2  19.7  14.2   MM +0.8    MM
2024 10 15 16 50 230  1.0  2.0   1.6    16   8.3 231 1016.7  18.4  19.7  14.2   MM   MM    MM
2024 10 15 16 40 190  1.0  2.0   1.6    MM   8.3 231 1016.8  18.3  19.7  14.0   MM   MM    MM
2024 10 15 16 30 240  1.0  3.0    MM    MM    MM  MM 1016.7  18.2  19.7  13.9   MM   MM    MM
2024 10 15 16 20 260  1.0  3.0   1.6    15   8.3 214 1016.7  18.2  19.7  14.0   MM   MM    MM
2024 10 15 16 10 320  2.0  3.0   1.6    MM   8.3 214 1016.6  18.2  19.7  14.1   MM   MM    MM
2024 10 15 16 00 290  2.0  3.0    MM    MM    MM  MM 1016.5  18.2  19.7  14.2   MM +0.7    MM
2024 10 15 15 50 300  2.0  3.0   1.4    16   7.9 230 1016.5  18.2  19.7  14.2   MM   MM    MM
2024 10 15 15 40 280  2.0  3.0    MM    MM    MM  MM 1016.5  18.2  19.7  14.2   MM   MM    MM
2024 10 15 15 30 320  1.0  3.0    MM    MM    MM  MM 1016.3  18.2  19.7  14.2   MM   MM    MM
2024 10 15 15 20 320  1.0  2.0   1.6    15   8.6 214 1016.3  18.1  19.7  14.2   MM   MM    MM
2024 10 15 15 10 310  2.0  3.0    MM    MM    MM  MM 1016.2  18.1  19.7  14.3   MM   MM    MM
2024 10 15 15 00 310  1.0  3.0    MM    MM    MM  MM 1016.2  18.1  19.7  14.5   MM +0.7    MM
2024 10 15 14 50 300  2.0  3.0   1.3    17   8.0 299 1016.1  18.0  19.7  14.4   MM   MM    MM
2024 10 15 14 40 310  2.0  3.0    MM    MM    MM  MM 1016.1  18.0  19.7  14.6   MM   MM    MM
2024 10 15 14 30 310  2.0  4.0    MM    MM    MM  MM 1016.1  18.0  19.7  14.6   MM   MM    MM
2024 10 15 14 20 300  3.0  5.0   1.5    16   8.4 223 1016.0  18.0  19.7  14.7   MM   MM    MM
2024 10 15 14 10 290  3.0  4.0    MM    MM    MM  MM 1015.9  18.0  19.7  14.8   MM   MM    MM
2024 10 15 14 00 290  3.0  4.0    MM    MM    MM  MM 1015.9  18.0  19.7  14.8   MM +0.3    MM
2024 10 15 13 50 280  3.0  5.0   1.6    16   8.7 229 1015.9  18.0  19.7  14.6   MM   MM    MM
2024 10 15 13 40 260  1.0  2.0   1.6    MM   8.7 229 1015.8  18.0  19.7  14.5   MM   MM    MM
2024 10 15 13 30 360  0.0  1.0    MM    MM    MM  MM 1015.8  18.0  19.7  14.4   MM   MM    MM
2024 10 15 13 20 360  0.0  1.0   1.5    16   8.5 224 1015.9  18.0  19.7  14.4   MM   MM    MM
2024 10 15 13 10  40  0.0  1.0   1.5    MM   8.5 224 1015.8  17.9  19.7  14.3   MM   MM    MM
2024 10 15 13 00 360  0.0  1.0    MM    MM    MM  MM 1015.8  17.9  19.8  14.2   MM -0.0    MM
2024 10 15 12 50 110  0.0  1.0   1.5    16   7.9 212 1015.7  17.9  19.8  14.2   MM   MM    MM
2024 10 15 12 40  70  0.0  1.0    MM    MM    MM  MM 1015.7  17.9  19.8  14.2   MM   MM    MM
2024 10 15 12 30  20  1.0  3.0    MM    MM    MM  MM 1015.7  17.9  19.8  14.2   MM   MM    MM
2024 10 15 12 20 340  1.0  3.0   1.6    16   8.6 207 1015.6  17.8  19.8  14.1   MM   MM    MM
2024 10 15 12 10 330  2.0  4.0    MM    MM    MM  MM 1015.6  17.8  19.8  14.2   MM   MM    MM
2024 10 15 12 00 350  2.0  3.0    MM    MM    MM  MM 1015.5  17.9  19.8  14.5   MM -0.8    MM
2024 10 15 11 50 340  1.0  3.0   1.4    15   7.9 220 1015.6  17.8  19.8  14.4   MM   MM    MM
2024 10 15 11 40 170  0.0  1.0    MM    MM    MM  MM 1015.6  17.8  19.8  14.3   MM   MM    MM
2024 10 15 11 30 120  1.0  2.0    MM    MM    MM  MM 1015.6  17.8  19.8  14.4   MM   MM    MM
2024 10 15 11 20 340  1.0  3.0   1.4    15   7.7 190 1015.6  17.7  19.8  14.3   MM   MM    MM
2024 10 15 11 10 310  2.0  4.0   1.4    MM   7.7 190 1015.6  17.7  19.8  14.3   MM   MM    MM
2024 10 15 11 00 310  3.0  5.0    MM    MM    MM  MM 1015.6  17.8  19.8  14.5   MM -0.7    MM
2024 10 15 10 50 310  3.0  4.0   1.4    15   7.6 203 1015.6  17.9  19.8  14.6   MM   MM    MM
2024 10 15 10 40 320  1.0  3.0    MM    MM    MM  MM 1015.7  17.8  19.8  14.5   MM   MM    MM
2024 10 15 10 30 320  1.0  2.0    MM    MM    MM  MM 1015.7  17.8  19.8  14.4   MM   MM    MM
2024 10 15 10 20 330  2.0  3.0   1.5    16   7.9 211 1015.8  17.8  19.8  14.4   MM   MM    MM
2024 10 15 10 10 300  2.0  3.0   1.5    MM   7.9 211 1016.0  17.8  19.8  14.5   MM   MM    MM
2024 10 15 10 00 260  1.0  2.0    MM    MM    MM  MM 1016.0  17.8  19.8  14.5   MM -0.5    MM
2024 10 15 09 50 250  1.0  3.0   1.5    15   8.0 197 1016.0  17.8  19.8  14.4   MM   MM    MM
2024 10 15 09 40 240  1.0  2.0    MM    MM    MM  MM 1016.1  17.8  19.8  14.4   MM   MM    MM
2024 10 15 09 30 340  1.0  3.0    MM    MM    MM  MM 1016.1  17.8  19.8  14.5   MM   MM    MM
2024 10 15 09 20  20  2.0  4.0   1.3    15   7.5 223 1016.2  17.8  19.8  14.5   MM   MM    MM
2024 10 15 09 10 360  2.0  4.0   1.3    MM   7.5 223 1016.2  17.8  19.8  14.6   MM   MM    MM
2024 10 15 09 00 350  2.0  3.0    MM    MM    MM  MM 1016.3  17.8  19.8  14.6   MM +0.0    MM
2024 10 15 08 50  30  1.0  3.0   1.5    15   8.3 202 1016.3  17.9  19.8  14.8   MM   MM    MM
2024 10 15 08 40 330  1.0  3.0   1.5    MM   8.3 202 1016.3  17.8  19.8  14.7   MM   MM    MM
2024 10 15 08 30 330  0.0  2.0    MM    MM    MM  MM 1016.2  17.8  19.8  14.6   MM   MM    MM
2024 10 15 08 20  90  0.0  2.0   1.5    16   7.5 203 1016.2  17.7  19.8  14.5   MM   MM    MM
2024 10 15 08 10  60  1.0  3.0   1.5    MM   7.5 203 1016.2  17.7  19.8  14.5   MM   MM    MM
2024 10 15 08 00 350  2.0  3.0    MM    MM    MM  MM 1016.3  17.7  19.8  14.6   MM +0.0    MM
2024 10 15 07 50 350  1.0  3.0   1.5    15   7.5 212 1016.4  17.7  19.8  14.6   MM   MM    MM
2024 10 15 07 40 340  0.0  2.0   1.5    MM   7.5 212 1016.3  17.7  19.8  14.5   MM   MM    MM
2024 10 15 07 30  20  2.0  4.0    MM    MM    MM  MM 1016.3  17.8  19.8  14.7   MM   MM    MM
2024 10 15 07 20 360  2.0  4.0   1.5    16   7.7 201 1016.4  17.8  19.8  14.7   MM   MM    MM
2024 10 15 07 10 360  2.0  4.0   1.5    MM   7.7 201 1016.5  17.9  19.8  14.8   MM   MM    MM
2024 10 15 07 00  30  1.0  2.0    MM    MM    MM  MM 1016.5  17.8  19.8  14.6   MM +0.4    MM
2024 10 15 06 50  70  1.0  3.0   1.5    16   7.9 216 1016.5  17.9  19.8  14.8   MM   MM    MM
2024 10 15 06 40  60  1.0  2.0    MM    MM    MM  MM 1016.4  17.8  19.8  14.7   MM   MM    MM
2024 10 15 06 30  40  2.0  3.0    MM    MM    MM  MM 1016.4  17.9  19.8  15.0   MM   MM    MM
2024 10 15 06 20  30  2.0  2.0   1.5    15   7.3 201 1016.4  17.9  19.8  14.9   MM   MM    MM
2024 10 15 06 10  70  2.0  3.0    MM    MM    MM  MM 1016.4  17.9  19.8  14.8   MM   MM    MM
2024 10 15 06 00 110  2.0  3.0    MM    MM    MM  MM 1016.4  17.9  19.8  14.7   MM +0.7    MM
2024 10 15 05 50  50  1.0  2.0   1.4    15   7.2 208 1016.5  17.8  19.8  14.6   MM   MM    MM
2024 10 15 05 40  30  2.0  4.0    MM    MM    MM  MM 1016.5  17.8  19.8  14.7   MM   MM    MM
2024 10 15 05 30  20  2.0  3.0    MM    MM    MM  MM 1016.4  17.8  19.8  14.8   MM   MM    MM
2024 10 15 05 20  20  1.0  2.0   1.5    14   7.1 210 1016.4  17.9  19.8  15.0   MM   MM    MM
2024 10 15 05 10  20  1.0  2.0   1.5    MM   7.1 210 1016.4  17.8  19.8  15.0   MM   MM    MM
2024 10 15 05 00  10  1.0  2.0    MM    MM    MM  MM 1016.4  17.8  19.8  15.0   MM +0.9    MM
2024 10 15 04 50  30  1.0  2.0   1.5    16   7.5 208 1016.3  17.8  19.8  15.0   MM   MM    MM
2024 10 15 04 40  30  2.0  3.0    MM    MM    MM  MM 1016.3  17.8  19.8  15.1   MM   MM    MM
2024 10 15 04 30 360  1.0  2.0    MM    MM    MM  MM 1016.2  17.8  19.8  15.2   MM   MM    MM
2024 10 15 04 20 330  1.0  2.0   1.6    16   7.6 212 1016.3  17.8  19.8  15.2   MM   MM    MM
2024 10 15 04 10 330  2.0  3.0    MM    MM    MM  MM 1016.2  17.8  19.8  15.2   MM   MM    MM
2024 10 15 04 00 360  1.0  3.0    MM    MM    MM  MM 1016.1  17.8  19.8  15.1   MM +0.7    MM
2024 10 15 03 50  60  0.0  2.0   1.5    16   7.4 215 1016.0  17.8  19.8  15.1   MM   MM    MM
2024 10 15 03 40  90  1.0  2.0   1.5    MM   7.4 215 1015.9  17.8  19.8  15.1   MM   MM    MM
2024 10 15 03 30  70  0.0  1.0    MM    MM    MM  MM 1015.7  17.7  19.9  15.0   MM   MM    MM
2024 10 15 03 20  20  1.0  2.0   1.5    16   7.5 204 1015.7  17.6  19.9  14.9   MM   MM    MM
2024 10 15 03 10 320  2.0  3.0   1.5    MM   7.5 204 1015.7  17.6  19.9  15.0   MM   MM    MM
2024 10 15 03 00 330  2.0  4.0    MM    MM    MM  MM 1015.7  17.6  19.9  15.1   MM +0.3    MM
2024 10 15 02 50 330  1.0  3.0   1.5    16   7.5 211 1015.7  17.6  19.8  15.1   MM   MM    MM
2024 10 15 02 40 300  2.0  4.0    MM    MM    MM  MM 1015.6  17.5  19.8  15.0   MM   MM    MM
2024 10 15 02 30 280  3.0  4.0    MM    MM    MM  MM 1015.5  17.6  19.8  15.3   MM   MM    MM
2024 10 15 02 20 320  2.0  5.0   1.5    15   7.3 195 1015.5  17.5  19.8  15.3   MM   MM    MM
2024 10 15 02 10 300  2.0  4.0   1.5    MM   7.3 195 1015.5  17.5  19.9  15.3   MM   MM    MM
2024 10 15 02 00 260  3.0  5.0    MM    MM    MM  MM 1015.5  17.4  19.9  15.2   MM -0.0    MM
2024 10 15 01 50 290  4.0  6.0   1.6    16   7.9 193 1015.5  17.5  19.9  15.2   MM   MM    MM
2024 10 15 01 40 290  4.0  6.0    MM    MM    MM  MM 1015.4  17.6  19.9  15.2   MM   MM    MM
2024 10 15 01 30 270  3.0  5.0    MM    MM    MM  MM 1015.3  17.6  19.9  14.9   MM   MM    MM
2024 10 15 01 20 280  4.0  6.0   1.6    16   8.0 184 1015.4  17.7  19.9  15.1   MM   MM    MM
2024 10 15 01 10 280  4.0  6.0   1.6    MM   8.0 184 1015.4  17.7  19.9  15.2   MM   MM    MM
2024 10 15 01 00 260  4.0  6.0    MM    MM    MM  MM 1015.4  17.7  19.9  15.2   MM -0.5    MM
2024 10 15 00 50 270  4.0  6.0   1.5    16   8.0 204 1015.4  17.7  19.9  15.3   MM   MM    MM
2024 10 15 00 40 260  4.0  6.0   1.5    MM   8.0 204 1015.3  17.8  19.9  15.5   MM   MM    MM
2024 10 15 00 30 280  4.0  6.0    MM    MM    MM  MM 1015.4  17.8  19.9  15.5   MM   MM    MM
2024 10 15 00 20 270  4.0  6.0   1.4    15   7.6 210 1015.4  17.7  19.9  15.5   MM   MM    MM
2024 10 15 00 10 280  4.0  6.0   1.4    MM   7.6 210 1015.4  17.8  19.9  15.7   MM   MM    MM
2024 10 15 00 00 280  4.0  7.0    MM    MM    MM  MM 1015.4  17.9  19.9  15.8   MM -1.1    MM
2024 10 14 23 50 270  3.0  4.0   1.6    16   8.3 205 1015.5  17.9  19.9  15.8   MM   MM    MM
2024 10 14 23 40 240  4.0  6.0    MM    MM    MM  MM 1015.6  18.1  19.9  15.9   MM   MM    MM
2024 10 14 23 30 260  4.0  5.0    MM    MM    MM  MM 1015.6  18.1  19.9  15.5   MM   MM    MM
2024 10 14 23 20 270  4.0  5.0   1.5    15   7.9 208 1015.6  17.9  20.0  15.4   MM   MM    MM
2024 10 14 23 10 280  4.0  5.0   1.5    MM   7.9 208 1015.7  17.7  20.0  15.5   MM   MM    MM
2024 10 14 23 00 280  4.0  5.0    MM    MM    MM  MM 1015.7  17.9  20.0  15.8   MM -1.5    MM
2024 10 14 22 50 270  4.0  5.0   1.5    16   7.9 201 1015.7  17.9  20.0  15.7   MM   MM    MM
2024 10 14 22 40 280  4.0  5.0    MM    MM    MM  MM 1015.8  18.0  20.0  15.7   MM   MM    MM
2024 10 14 22 30 290  4.0  5.0    MM    MM    MM  MM 1015.8  18.0  20.0  15.6   MM   MM    MM
2024 10 14 22 20 290  4.0  5.0   1.6    15   8.2 215 1015.8  18.0  20.0  15.5   MM   MM    MM
2024 10 14 22 10 280  3.0  5.0   1.6    MM   8.2 215 1015.9  17.8  20.0  15.5   MM   MM    MM
2024 10 14 22 00 280  4.0  5.0    MM    MM    MM  MM 1015.9  17.8  20.0  15.6   MM -2.0    MM
2024 10 14 21 50 280  4.0  5.0   1.5    16   7.5 222 1016.0  17.9  20.0  15.8   MM   MM    MM
2024 10 14 21 40 270  4.0  5.0    MM    MM    MM  MM 1016.1  18.0  20.0  15.9   MM   MM    MM
2024 10 14 21 30 270  4.0  5.0    MM    MM    MM  MM 1016.3  18.0  20.0  15.6   MM   MM    MM
2024 10 14 21 20 280  4.0  5.0   1.5    16   7.5 198 1016.3  18.0  20.0  15.5   MM   MM    MM
2024 10 14 21 10 280  4.0  5.0   1.5    MM   7.5 198 1016.4  17.9  19.9  15.4   MM   MM    MM
2024 10 14 21 00 280  4.0  5.0    MM    MM    MM  MM 1016.5  17.7  19.9  15.5   MM -1.6    MM
2024 10 14 20 50 280  4.0  6.0   1.6    16   7.5 207 1016.5  17.8  19.9  15.8   MM   MM    MM
2024 10 14 20 40 270  5.0  6.0   1.6    MM   7.5 207 1016.7  18.0  19.9  15.7   MM   MM    MM
2024 10 14 20 30 280  4.0  5.0    MM    MM    MM  MM 1016.8  17.9  19.9  15.3   MM   MM    MM
2024 10 14 20 20 280  4.0  6.0   1.7    16   7.9 199 1016.9  17.6  19.9  15.2   MM   MM    MM
2024 10 14 20 10 280  4.0  6.0   1.7    MM   7.9 199 1017.0  17.7  19.9  15.5   MM   MM    MM
2024 10 14 20 00 280  5.0  6.0    MM    MM    MM  MM 1017.2  17.8  19.9  15.4   MM -0.8    MM
2024 10 14 19 50 290  4.0  6.0   1.8    16   8.1 211 1017.3  17.9  19.9  15.4   MM   MM    MM
2024 10 14 19 40 300  5.0  6.0   1.8    MM   8.1 211 1017.5  17.7  19.9  15.3   MM   MM    MM
2024 10 14 19 30 300  5.0  6.0    MM    MM    MM  MM 1017.6  17.8  19.9  15.7   MM   MM    MM
2024 10 14 19 20 290  5.0  6.0   1.5    15   6.7 215 1017.7  18.0  19.9  15.6   MM   MM    MM
2024 10 14 19 10 280  4.0  5.0    MM    MM    MM  MM 1017.8  17.8  19.9  15.4   MM   MM    MM
2024 10 14 19 00 290  4.0  6.0    MM    MM    MM  MM 1017.9  17.8  19.9  15.5   MM +0.0    MM
2024 10 14 18 50 290  4.0  6.0   1.8    16   7.4 204 1017.9  17.9  19.9  15.5   MM   MM    MM
2024 10 14 18 40 280  5.0  6.0    MM    MM    MM  MM 1018.0  17.8  19.8  15.6   MM   MM    MM
2024 10 14 18 30 280  5.0  6.0    MM    MM    MM  MM 1018.0  17.9  19.8  15.7   MM   MM    MM
2024 10 14 18 20 280  5.0  7.0   1.8    16   7.8 199 1018.0  17.7  19.8  15.5   MM   MM    MM
2024 10 14 18 10 290  5.0  7.0   1.8    MM   7.8 199 1018.0  17.5  19.8  15.9   MM   MM    MM
2024 10 14 18 00 310  3.0  4.0    MM    MM    MM  MM 1018.1  17.4  19.8  16.2   MM +0.9    MM
2024 10 14 17 50 300  4.0  5.0   1.7    16   7.2 214 1018.0  17.2  19.8  16.1   MM   MM    MM
2024 10 14 17 40 300  5.0  7.0    MM    MM    MM  MM 1018.1  17.3  19.8  16.1   MM   MM    MM
2024 10 14 17 30 280  4.0  6.0    MM    MM    MM  MM 1018.0  17.5  19.8  16.1   MM   MM    MM
2024 10 14 17 20 280  4.0  6.0   1.7    16   6.9 219 1018.1  17.5  19.8  15.8   MM   MM    MM
2024 10 14 17 10 290  3.0  5.0   1.7    MM   6.9 219 1018.0  17.4  19.8  15.8   MM   MM    MM
2024 10 14 17 00 280  3.0  4.0    MM    MM    MM  MM 1018.0  17.2  19.8  15.7   MM +1.5    MM
2024 10 14 16 50 290  4.0  6.0   1.7    16   7.0 228 1018.1  17.4  19.8  15.7   MM   MM    MM
2024 10 14 16 40 280  4.0  6.0    MM    MM    MM  MM 1018.0  17.5  19.8  15.6   MM   MM    MM
2024 10 14 16 30 280  5.0  7.0    MM    MM    MM  MM 1017.9  17.5  19.8  15.6   MM   MM    MM
2024 10 14 16 20 290  5.0  7.0   1.9    16   7.6 211 1017.9  17.6  19.8  15.7   MM   MM    MM
2024 10 14 16 10 290  4.0  6.0   1.9    MM   7.6 211 1017.9  17.2  19.7  15.6   MM   MM    MM
2024 10 14 16 00 290  5.0  7.0    MM    MM    MM  MM 1017.9  17.4  19.7  15.7   MM +1.7    MM
2024 10 14 15 50 300  5.0  7.0   1.8    16   7.3 212 1017.8  17.5  19.7  15.6   MM   MM    MM
2024 10 14 15 40 300  4.0  5.0    MM    MM    MM  MM 1017.7  17.3  19.7  15.6   MM   MM    MM
2024 10 14 15 30 300  5.0  6.0    MM    MM    MM  MM 1017.6  17.5  19.7  15.7   MM   MM    MM
2024 10 14 15 20 290  3.0  5.0   1.9    16   7.4 214 1017.4  17.3  19.7  15.4   MM   MM    MM
2024 10 14 15 10 300  5.0  8.0   1.9    MM   7.4 214 1017.3  17.4  19.7  15.4   MM   MM    MM
2024 10 14 15 00 290  5.0  7.0    MM    MM    MM  MM 1017.2  17.6  19.7  15.4   MM +1.3    MM
2024 10 14 14 50 280  5.0  7.0   1.7    11   7.0 274 1017.1  17.6  19.7  15.5   MM   MM    MM
2024 10 14 14 40 280  5.0  7.0    MM    MM    MM  MM 1017.0  17.7  19.7  15.3   MM   MM    MM
2024 10 14 14 30 290  4.0  6.0    MM    MM    MM  MM 1016.8  17.5  19.7  15.3   MM   MM    MM
2024 10 14 14 20 290  5.0  6.0   1.8    16   7.4 202 1016.7  17.2  19.7  15.5   MM   MM    MM
2024 10 14 14 10 290  5.0  6.0    MM    MM    MM  MM 1016.7  17.2  19.7  15.7   MM   MM    MM
2024 10 14 14 00 290  5.0  7.0    MM    MM    MM  MM 1016.5  17.5  19.7  15.8   MM +0.7    MM
2024 10 14 13 50 280  6.0  7.0   1.8    11   7.6 282 1016.5  17.6  19.7  15.9   MM   MM    MM
2024 10 14 13 40 280  5.0  7.0    MM    MM    MM  MM 1016.4  17.5  19.7  15.9   MM   MM    MM
2024 10 14 13 30 280  5.0  7.0    MM    MM    MM  MM 1016.4  17.4  19.7  15.8   MM   MM    MM
2024 10 14 13 20 300  6.0  8.0   1.9    16   7.9 220 1016.4  17.7  19.7  15.9   MM   MM    MM
2024 10 14 13 10 300  5.0  7.0   1.9    MM   7.9 220 1016.3  17.7  19.7  15.6   MM   MM    MM
2024 10 14 13 00 290  5.0  7.0    MM    MM    MM  MM 1016.2  17.4  19.7  15.6   MM -0.0    MM
2024 10 14 12 50 300  5.0  7.0   1.7    16   7.3 205 1016.2  17.4  19.7  15.8   MM   MM    MM
2024 10 14 12 40 300  6.0  7.0   1.7    MM   7.3 205 1016.2  17.4  19.7  15.7   MM   MM    MM
2024 10 14 12 30 300  5.0  7.0    MM    MM    MM  MM 1016.1  17.4    MM  16.0   MM   MM    MM
2024 10 14 12 20 290  6.0  8.0   1.7    16   7.6 207 1016.0  17.2  19.7  16.0   MM   MM    MM
2024 10 14 12 10 300  6.0  8.0   1.7    MM   7.6 207 1016.0  17.3  19.7  16.1   MM   MM    MM
2024 10 14 12 00 300  5.0  7.0    MM    MM    MM  MM 1015.9  17.4  19.8  16.2   MM -0.4    MM
2024 10 14 11 50 290  5.0  6.0   1.5    16   7.2 210 1016.0  17.5  19.8  16.1   MM   MM    MM
2024 10 14 11 40 300  5.0  7.0    MM    MM    MM  MM 1016.0  17.7  19.8  16.0   MM   MM    MM
2024 10 14 11 30 300  5.0  7.0    MM    MM    MM  MM 1015.9  17.6  19.8  15.9   MM   MM    MM
